undefined 1   Bitcoin  BTC/USDT   $305 297 048     $8265.31   37.54% Spot Percentage Недавно 
 48   Dock  DOCK/ETH   $1 714 682     $0.013292   0.21% Spot Percentage Недавно 
 49   Monero  XMR/USDT   $1 688 262     $57.83   0.21% Spot Percentage Недавно 
 50   Ravencoin  RVN/BTC   $1 592 927     $0.031120   0.20% Spot Percentage Недавно 
 51   Cocos-BCX  COCOS/USDT   $1 543 055     $0.000943   0.19% Spot Percentage Недавно 
 52   Cosmos  ATOM/USDT   $1 532 996     $2.91   0.19% Spot Percentage Недавно 
 53   Genesis Vision  GVT/BTC   $1 507 859     $1.17   0.19% Spot Percentage Недавно 
 54   Stellar  XLM/BTC   $1 461 722     $0.063809   0.18% Spot Percentage Недавно 
 55   NEO  NEO/USDT   $1 451 927     $7.41   0.18% Spot Percentage Недавно 
 56   Basic Attention Token  BAT/BTC   $1 410 159     $0.221640   0.17% Spot Percentage Недавно 
 57   NKN  NKN/USDT   $1 346 596     $0.035139   0.17% Spot Percentage Недавно 
 58   Metal  MTL/BTC   $1 336 804     $0.304665   0.16% Spot Percentage Недавно 
 59   Moeda Loyalty Points  MDA/BTC   $1 258 147     $0.789486   0.15% Spot Percentage Недавно 
 60   Chainlink  LINK/ETH   $1 185 036     $2.63   0.15% Spot Percentage Недавно 
 61   Holo  HOT/ETH   $1 115 576     $0.000953   0.14% Spot Percentage Недавно 
 62   Cosmos  ATOM/BTC   $1 112 653     $2.91   0.14% Spot Percentage Недавно 
 63   Ren  REN/BTC    $1 107 475     $0.056380   0.14% Spot Percentage Недавно 
 64   NEO  NEO/BTC   $1 104 876     $7.40   0.14% Spot Percentage Недавно 
 65   Beam  BEAM/USDT   $1 064 709     $0.583041   0.13% Spot Percentage Недавно 
 66   Ontology  ONT/BTC   $1 063 189     $0.593518   0.13% Spot Percentage Недавно 
 67   Ethereum  ETH/USDC   $1 053 679      $176.53   0.13% Spot Percentage Недавно 
 68   Nano  NANO/BTC   $956 070     $0.823000   0.12% Spot Percentage Недавно 
 69   Basic Attention Token  BAT/USDT   $931 799     $0.221313   0.11% Spot Percentage Недавно 
 70   Tierion  TNT/BTC   $931 081     $0.079163   0.11% Spot Percentage Недавно 
 71   Ethereum Classic  ETC/BTC   $901 568      $4.56   0.11% Spot Percentage Недавно 
 72   IOTA  IOTA/BTC   $893 230     $0.267593   0.11% Spot Percentage Недавно 
 73   Harmony  ONE/BTC   $871 784     $0.005861    0.11% Spot Percentage Недавно 
 74   WINk  WIN/USDT   $826 267     $0.000144   0.10% Spot Percentage Недавно 
 75   Waves  WAVES/BTC   $775 441     $0.811444   0.10% Spot Percentage Недавно 
 76   Dogecoin  DOGE/BTC   $763 654     $0.002560   0.09% Spot Percentage Недавно 
 77   Red Pulse Phoenix  PHB/BTC   $751 512     $0.006521   0.09% Spot Percentage Недавно 
 78   Aave  LEND/BTC   $750 741     $0.008255   0.09% Spot Percentage Недавно 
 79   XRP  XRP/ETH   $732 602     $0.292379   0.09% Spot  Percentage Недавно 
 80   Binance Coin  BNB/ETH   $723 529     $18.33   0.09% Spot Percentage Недавно 
 81   POA  POA/BTC   $676 516     $0.018326   0.08% Spot Percentage Недавно 
 82   Elrond  ERD/BTC   $674 880     $0.001486   0.08% Spot Percentage Недавно 
 83   Algorand  ALGO/USDT   $647 706     $0.228941   0.08% Spot Percentage Недавно 
 84   Cocos-BCX  COCOS/BTC   $615 384     $0.000908   0.08% Spot Percentage Недавно 
 85   Band Protocol  BAND/BTC   $607 406     $0.338941   0.07% Spot Percentage Недавно 
 86   Contentos  COS/BTC   $605 498     $0.016262   0.07% Spot Percentage Недавно 
 87   AppCoins  APPC/BTC   $593 855     $0.038385   0.07% Spot Percentage Недавно 
 88   Zcash  ZEC/USDT   $560 945     $36.51   0.07% Spot Percentage Недавно 
 89   Dogecoin  DOGE/USDT   $543 963     $0.002604   0.07% Spot Percentage Недавно 
 90   Zcash  ZEC/BTC   $508 892     $36.49   0.06% Spot Percentage Недавно 
 91   district0x  DNT/BTC   $504 819     $0.006769   0.06% Spot Percentage Недавно 
 92   Hedera Hashgraph  HBAR/BTC   $494 121     $0.033927   0.06% Spot Percentage Недавно 
 93   Waltonchain  WTC/BTC   $486 498     $0.681844   0.06% Spot Percentage Недавно 
 94   IOTA  IOTA/USDT   $484 401     $0.267903   0.06% Spot Percentage Недавно 
 95   Genesis Vision  GVT/ETH   $473 350     $1.18   0.06% Spot Percentage Недавно 
 96   Algorand  ALGO/BTC   $471 426     $0.228409   0.06% Spot Percentage Недавно 
 97   XRP  XRP/BNB   $459 419     $0.291906   0.06% Spot Percentage Недавно 
 98   Celer Network  CELR/BTC   $444 966     $0.004458   0.05% Spot Percentage Недавно 
 99   Enigma  ENG/BTC   $443 915     $0.307407   0.05% Spot Percentage Недавно 
 100   Viberate   VIB/BTC   $437 374     $0.025177   0.05% Spot Percentage Недавно 
 101   EOS  EOS/ETH   $431 200     $2.96   0.05% Spot Percentage Недавно 
 102   Aeron  ARN/BTC   $429 639     $0.183834   0.05% Spot Percentage Недавно 
 103   Dash  DASH/USDT   $423 674     $69.13   0.05% Spot Percentage Недавно 
 104   IOST  IOST/USDT    $422 866     $0.004426   0.05% Spot Percentage Недавно 
 105   Ethereum  ETH/TUSD   $419 553     $176.82   0.05% Spot Percentage Недавно 
 106   IoTeX  IOTX/BTC   $415 176     $0.004458   0.05% Spot Percentage Недавно 
 107   OmiseGO  OMG/BTC   $409 604     $0.811444   0.05% Spot Percentage Недавно 
 108   Dash  DASH/BTC   $408 961      $69.06   0.05% Spot Percentage Недавно 
 109   Ethereum  ETH/PAX   $403 986     $177.09   0.05% Spot Percentage Недавно 
 110   QuarkChain  QKC/BTC   $403 113     $0.005118   0.05% Spot Percentage Недавно 
 111   Lunyr  LUN/BTC   $392 353     $0.962707   0.05% Spot Percentage Недавно 
 112   0x  ZRX/ETH   $390 039     $0.325404   0.05% Spot Percentage Недавно 
 113   Harmony  ONE/USDT   $389 803     $0.005862   0.05% Spot Percentage Недавно 
 114   QLC Chain  QLC/BTC   $380 689      $0.017748   0.05% Spot Percentage Недавно 
 115   Blox  CDT/BTC   $374 018     $0.013458   0.05% Spot Percentage Недавно 
 116   Fantom  FTM/BTC   $368 376     $0.011639    0.05% Spot Percentage Недавно 
 117   Aion  AION/BTC   $365 923     $0.069340   0.04% Spot Percentage Недавно 
 118   Steem  STEEM/BTC   $358 350     $0.140113   0.04% Spot Percentage Недавно 
 119   Qtum  QTUM/USDT   $352 915     $1.72   0.04% Spot Percentage Недавно 
 120   Insolar  INS/BTC   $351 554     $0.200013   0.04%  Spot Percentage Недавно 
 121   VeChain  VET/BTC   $348 488     $0.003384   0.04% Spot Percentage Недавно 
 122   Horizen  ZEN/BTC   $337 219     $3.86   0.04% Spot  Percentage Недавно 
 123   SingularityNET  AGI/BTC   $327 785     $0.022536   0.04% Spot Percentage Недавно 
 124   Kyber Network  KNC/BTC   $322 624     $0.177808   0.04% Spot Percentage  Недавно 
 125   Dusk Network  DUSK/BTC   $320 912     $0.061085   0.04% Spot Percentage Недавно 
 126   Holo  HOT/BNB   $316 341     $0.000952   0.04% Spot Percentage Недавно  
 127   VeChain  VET/USDT   $311 199     $0.003353   0.04% Spot Percentage Недавно 
 128   ICON  ICX/BTC   $306 421     $0.157253   0.04% Spot Percentage Недавно 
  129   Theta Fuel  TFUEL/BTC   $306 240     $0.003550   0.04% Spot Percentage Недавно 
 130   ICON  ICX/USDT   $300 636     $0.157579   0.04% Spot Percentage Недавно 
 131    Loopring  LRC/BTC   $293 148     $0.031368   0.04% Spot Percentage Недавно 
 132   Perlin  PERL/BTC   $291 746     $0.032937   0.04% Spot Percentage Недавно 
 133   Chainlink  LINK/USDC   $289 497     $2.62   0.04% Spot Percentage Недавно 
 134   WePower  WPR/BTC   $285 113     $0.007759   0.04% Spot Percentage Недавно 
 135   NEM  XEM/BTC   $282 424     $0.040952   0.03% Spot Percentage Недавно 
 136   GXChain  GXS/BTC   $275 858     $0.469712   0.03% Spot Percentage Недавно 
 137   Loom Network  LOOM/BTC   $260 450     $0.022783   0.03% Spot Percentage Недавно 
 138   Syscoin  SYS/BTC   $259 847     $0.024522   0.03% Spot Percentage Недавно 
 139    Nexus  NXS/BTC   $257 473     $0.240264   0.03% Spot Percentage Недавно 
 140   Everex  EVX/BTC   $254 936     $0.345710   0.03% Spot Percentage Недавно 
 141   Enjin Coin  ENJ/BTC   $254 282     $0.056958   0.03% Spot Percentage Недавно 
 142   Binance Coin  BNB/BUSD   $247 512     $18.31   0.03% Spot Percentage Недавно 
 143   Nano  NANO/USDT   $247 471     $0.827137   0.03% Spot Percentage Недавно 
 144   Chiliz  CHZ/BNB   $247 211     $0.009783   0.03% Spot Percentage Недавно 
 145   Litecoin  LTC/ETH   $246 723     $55.13   0.03% Spot Percentage Недавно 
 146   Aeternity  AE/BTC   $246 060     $0.185936   0.03% Spot Percentage Недавно 
 147   Verge  XVG/BTC    $244 337     $0.003468   0.03% Spot Percentage Недавно 
 148   Wanchain  WAN/BTC   $240 040     $0.197537   0.03% Spot Percentage Недавно 
 149   OAX  OAX/BTC   $237 060     $0.066960   0.03% Spot Percentage Недавно 
 150   Band Protocol  BAND/USDT   $235 573     $0.341153   0.03% Spot Percentage Недавно 
 151   Skycoin  SKY/BTC    $234 281     $0.707416   0.03% Spot Percentage Недавно 
 152   Ankr  ANKR/BTC   $231 478     $0.002311   0.03% Spot Percentage Недавно 
 153   USD Coin  USDC/PAX   $230 820      $1.00   0.03% Spot Percentage Недавно 
 154   MCO  MCO/BTC   $227 331     $3.58   0.03% Spot Percentage Недавно 
 155   Ripio Credit Network  RCN/BTC   $224 366     $0.038797   0.03% Spot Percentage Недавно 
 156   GoChain  GO/BTC   $223 722     $0.008915   0.03% Spot Percentage Недавно 
 157   HyperCash  HC/BTC   $222 247     $1.42   0.03% Spot Percentage Недавно 
 158   XRP  XRP/TUSD   $220 906     $0.291531   0.03% Spot Percentage Недавно 
 159   Decred  DCR/BTC   $218 689     $14.37    0.03% Spot Percentage Недавно 
 160   TRON  TRX/ETH   $217 298     $0.015681   0.03% Spot Percentage Недавно 
 161   Neblio  NEBL/BTC   $216 637     $0.450463    0.03% Spot Percentage Недавно 
 162   Bitcoin Cash  BCHABC/USDC   $215 971     $232.67   0.03% Spot Percentage Недавно 
 163   Bitcoin Gold  BTG/BTC   $214 458     $7.64   0.03% Spot Percentage Недавно 
 164   XRP  XRP/USDC   $212 241     $0.292698   0.03% Spot Percentage Недавно 
 165   Quantstamp  QSP/BTC   $211 604     $0.011969   0.03% Spot Percentage Недавно 
 166   Ambrosus  AMB/BTC   $210 985     $0.034340   0.03% Spot Percentage Недавно 
 167   Zilliqa  ZIL/BTC   $210 553     $0.005201   0.03% Spot Percentage Недавно 
 168   THETA  THETA/BTC   $209 813     $0.085024   0.03% Spot Percentage Недавно 
 169   Waves  WAVES/USDT   $203 712     $0.811279   0.03% Spot Percentage Недавно 
 170   Storm  STORM/BTC   $202 805     $0.001321   0.02% Spot Percentage Недавно 
 171   Populous  PPT/BTC   $201 538     $0.391523   0.02% Spot Percentage Недавно 
 172   OmiseGO  OMG/USDT   $200 534     $0.810677   0.02% Spot Percentage Недавно 
 173   Litecoin  LTC/BNB   $197 833     $55.12   0.02% Spot Percentage Недавно 
 174    Ren  REN/USDT   $197 816     $0.056236   0.02% Spot Percentage Недавно 
 175   Cardano  ADA/ETH   $197 665     $0.039337   0.02% Spot Percentage Недавно 
 176   iExec RLC  RLC/BTC   $193 661     $0.303591   0.02% Spot Percentage Недавно 
 177   Ravencoin  RVN/USDT   $187 758     $0.031114   0.02% Spot Percentage Недавно 
 178   BlockMason Credit Protocol  BCPT/BTC   $187 055     $0.030130   0.02% Spot Percentage Недавно 
 179   Komodo  KMD/BTC   $184 211     $0.559790   0.02% Spot Percentage Недавно 
 180   SONM  SNM/BTC   $183 800     $0.012054   0.02% Spot Percentage Недавно 
 181   Bread  BRD/BTC   $177 253     $0.338445   0.02% Spot Percentage Недавно 
 182   Celer Network  CELR/USDT   $176 143     $0.004436   0.02% Spot Percentage Недавно 
 183   Stratis  STRAT/BTC   $171 435     $0.313747   0.02% Spot Percentage Недавно 
 184   Bitcoin Cash  BCHABC/TUSD   $167 608     $231.97   0.02% Spot Percentage Недавно 
 185   Golem  GNT/BTC   $166 824     $0.044833   0.02% Spot Percentage Недавно 
 186   Ethos  BQX/BTC   $164 068     $0.049869   0.02% Spot Percentage Недавно 
 187   Po.et  POE/BTC   $163 842     $0.002477   0.02% Spot Percentage Недавно 
 188   Groestlcoin   GRS/BTC   $159 875     $0.195018   0.02% Spot Percentage Недавно 
 189   Qtum  QTUM/BTC   $159 392     $1.72   0.02% Spot Percentage Недавно 
 190   Streamr DATAcoin  DATA/BTC   $153 816     $0.013125   0.02% Spot Percentage Недавно 
 191   Agrello  DLT/BTC   $152 162     $0.040704   0.02% Spot Percentage Недавно 
 192   VIBE  VIBE/BTC   $151 699     $0.019399   0.02% Spot Percentage Недавно 
 193   WINk  WIN/TRX   $151 146     $0.000144   0.02% Spot Percentage Недавно 
 194   Bancor  BNT/BTC   $148 601     $0.354625   0.02% Spot Percentage Недавно 
 195   Hedera Hashgraph  HBAR/USDT   $147 546     $0.033874   0.02% Spot Percentage Недавно 
 196   Decentraland  MANA/BTC   $144 545     $0.029965   0.02% Spot Percentage Недавно 
 197   Binance Coin  BNB/USDC   $143 397     $18.27   0.02% Spot Percentage Недавно 
 198   Contentos  COS/USDT    $142 752     $0.016320   0.02% Spot Percentage Недавно 
 199   Selfkey  KEY/BTC   $141 802     $0.001486   0.02% Spot Percentage Недавно 
 200   Monetha  MTH/BTC   $141 324      $0.015027   0.02% Spot Percentage Недавно 
 201   OST  OST/BTC   $139 554     $0.011804   0.02% Spot Percentage Недавно 
 202   TRON  TRX/BNB   $135 859     $0.015639   0.02% Spot Percentage Недавно 
 203   Beam  BEAM/BNB   $135 709      $0.582714   0.02% Spot Percentage Недавно 
 204   Dusk Network  DUSK/USDT   $134 641     $0.060723   0.02% Spot Percentage Недавно 
 205   Mithril  MITH/BTC   $132 210     $0.012630   0.02% Spot Percentage Недавно 
 206   Pundi X  NPXS/ETH   $131 260     $0.000180   0.02% Spot Percentage Недавно 
 207   Litecoin  LTC/USDC   $131 237      $55.08   0.02% Spot Percentage Недавно 
 208   Metal  MTL/USDT   $129 427     $0.305343   0.02% Spot Percentage Недавно 
 209   Matic Network  MATIC/BNB   $127 891     $0.014769   0.02% Spot Percentage Недавно 
 210   NKN  NKN/BNB   $127 521     $0.034977   0.02% Spot Percentage Недавно 
 211   Elrond  ERD/USDT   $127 148     $0.001502   0.02% Spot Percentage Недавно 
 212   Siacoin  SC/BTC   $122 934     $0.002064   0.02% Spot Percentage Недавно 
 213   Pundi X  NPXS/USDT   $122 842     $0.000180    0.02% Spot Percentage Недавно 
 214   Nebulas  NAS/BTC   $121 377     $0.477125   0.01% Spot Percentage Недавно 
 215   Litecoin  LTC/TUSD   $117 757     $55.08   0.01% Spot Percentage Недавно 
 216   Perlin  PERL/USDT   $116 622     $0.033021   0.01% Spot Percentage Недавно 
 217   NEO  NEO/ETH   $116 371     $7.41   0.01% Spot Percentage Недавно 
 218   IOST  IOST/BTC   $115 791     $0.004458   0.01% Spot Percentage Недавно 
 219   Polymath  POLY/BTC   $114 978     $0.025920   0.01% Spot Percentage Недавно 
 220   Storm  STORM/USDT   $114 832     $0.001362   0.01% Spot Percentage Недавно 
 221   Chainlink  LINK/TUSD   $113 049     $2.62   0.01% Spot Percentage Недавно  
 222   SingularDTV  SNGLS/BTC   $113 012     $0.009990   0.01% Spot Percentage Недавно 
 223   NULS  NULS/BTC   $112 706     $0.329035   0.01% Spot Percentage Недавно 
  224   TomoChain  TOMO/BTC   $111 781     $0.312030   0.01% Spot Percentage Недавно 
 225   Monero  XMR/ETH   $110 637     $57.86   0.01% Spot Percentage Недавно 
 226   Raiden Network Token  RDN/BTC   $108 797     $0.157006   0.01% Spot Percentage Недавно 
 227   Tezos  XTZ/BTC   $108 291     $0.880784   0.01% Spot Percentage Недавно 
 228   AirSwap  AST/BTC   $108 090     $0.026415   0.01% Spot Percentage Недавно 
 229   Everex  EVX/ETH   $107 342     $0.345936   0.01% Spot Percentage Недавно 
 230   Lisk  LSK/BTC   $105 877     $0.776936   0.01% Spot Percentage Недавно 
 231   BitTorrent  BTT/BNB   $105 786     $0.000421   0.01% Spot Percentage Недавно 
 232   Status  SNT/BTC   $104 567     $0.012465   0.01% Spot Percentage Недавно 
 233   0x  ZRX/BNB   $103 208     $0.324320   0.01% Spot Percentage Недавно 
 234    Ark  ARK/BTC   $102 645     $0.184120   0.01% Spot Percentage Недавно 
 235   OmiseGO  OMG/ETH   $102 327     $0.810326   0.01% Spot Percentage Недавно 
 236   EOS   EOS/BNB   $101 989     $2.95   0.01% Spot Percentage Недавно 
 237   Cardano  ADA/BNB   $101 407     $0.039318   0.01% Spot Percentage Недавно 
 238   CyberMiles  CMT/BTC   $100 824     $0.016179   0.01% Spot Percentage Недавно 
 239   PIVX  PIVX/BTC   $98 610     $0.246291   0.01% Spot Percentage Недавно 
 240   Ontology Gas  ONG/BTC    $97 555     $0.135131   0.01% Spot Percentage Недавно 
 241   Ardor  ARDR/BTC   $97 111     $0.050447   0.01% Spot Percentage Недавно 
 242   Civic  CVC/BTC    $95 756     $0.038962   0.01% Spot Percentage Недавно 
 243   aelf  ELF/BTC   $94 236     $0.081970   0.01% Spot Percentage Недавно 
 244   Eidoo  EDO/BTC   $93 935     $0.298327   0.01% Spot Percentage Недавно 
 245   Bluzelle  BLZ/BTC   $92 598     $0.026415   0.01% Spot Percentage Недавно 
 246   TRON  TRX/USDC   $91 813      $0.015652   0.01% Spot Percentage Недавно 
 247   WINk  WIN/BNB   $90 547     $0.000144   0.01% Spot Percentage Недавно 
 248   Zilliqa  ZIL/USDT   $90 019     $0.005289   0.01% Spot Percentage Недавно 
 249   Stellar  XLM/ETH   $87 322     $0.063772   0.01% Spot Percentage Недавно 
 250   Theta Fuel  TFUEL/USDT   $85 174     $0.003453   0.01% Spot Percentage Недавно 
 251   Viacoin  VIA/BTC   $83 177     $0.223503   0.01% Spot Percentage Недавно 
 252   Storj  STORJ/BTC   $82 566     $0.125003   0.01% Spot Percentage Недавно 
 253   Basic Attention Token  BAT/ETH   $79 387     $0.221379   0.01% Spot Percentage Недавно 
 254   Tierion  TNT/ETH   $79 317     $0.079581   0.01% Spot Percentage Недавно 
 255   Request  REQ/BTC   $79 072     $0.012547   0.01% Spot Percentage Недавно 
 256   IOTA  IOTA/ETH   $76 444     $0.267606   0.01% Spot Percentage Недавно 
 257   USD Coin  USDC/TUSD   $76 072     $1.00   0.01% Spot Percentage Недавно 
 258   YOYOW  YOYO/BTC   $75 867     $0.013458   0.01% Spot Percentage Недавно 
 259   Cindicator  CND/BTC    $75 737     $0.007842   0.01% Spot Percentage Недавно 
 260   NEO  NEO/USDC   $75 664     $7.40   0.01% Spot Percentage Недавно 
 261   Fantom  FTM/USDT   $74 897      $0.011643   0.01% Spot Percentage Недавно 
 262   Gas  GAS/BTC   $74 462     $1.23   0.01% Spot Percentage Недавно 
 263   Ethereum Classic  ETC/ETH   $73 506      $4.56   0.01% Spot Percentage Недавно 
 264   Gifto  GTO/BTC   $73 444     $0.012795   0.01% Spot Percentage Недавно 
 265   EOS  EOS/USDC   $73 399     $2.95   0.01% Spot Percentage Недавно 
 266   Dent  DENT/USDT   $73 183     $0.000259   0.01% Spot Percentage Недавно 
 267   Tael  WABI/BTC   $70 643     $0.125142   0.01% Spot Percentage Недавно 
 268   Augur  REP/BTC   $70 047     $8.26   0.01% Spot Percentage Недавно 
 269   Nucleus Vision  NCASH/BTC   $70 001     $0.000991    0.01% Spot Percentage Недавно 
 270   Wanchain  WAN/USDT   $69 811     $0.197927   0.01% Spot Percentage Недавно 
 271   Kyber Network  KNC/ETH   $68 215     $0.177858   0.01% Spot Percentage Недавно 
 272   Zcoin  XZC/BTC   $67 326     $4.90   0.01% Spot Percentage Недавно 
 273   Monero  XMR/BNB   $67 294     $57.91   0.01%  Spot Percentage Недавно 
 274   XRP  XRP/PAX   $66 909     $0.292096   0.01% Spot Percentage Недавно 
 275   DigixDAO  DGD/BTC   $66 525     $12.39   0.01% Spot Percentage Недавно 
 276   Viberate  VIB/ETH   $66 412     $0.025408   0.01% Spot Percentage Недавно 
 277   TRON  TRX/TUSD   $66 234     $0.015633   0.01% Spot Percentage Недавно  
 278   TRON  TRX/PAX   $65 199     $0.015702   0.01% Spot Percentage Недавно 
 279   Binance Coin  BNB/TUSD   $65 142     $18.34   0.01% Spot Percentage Недавно 
  280   BitTorrent  BTT/TRX   $62 910     $0.000421   0.01% Spot Percentage Недавно 
 281   FunFair  FUN/BTC   $62 821     $0.003467   0.01% Spot Percentage Недавно 
 282   TRON  TRX/XRP   $62 634     $0.015646   0.01% Spot Percentage Недавно 
 283   Power Ledger  POWR/BTC   $61 330     $0.045319   0.01% Spot Percentage Недавно 
 284   Aion  AION/ETH   $61 312     $0.070209   0.01% Spot Percentage Недавно 
 285   Bitcoin Diamond  BCD/BTC   $60 908     $0.470522   0.01% Spot Percentage Недавно 
 286   THETA  THETA/USDT   $60 268     $0.085795   0.01% Spot Percentage Недавно 
 287   Enjin Coin  ENJ/USDT   $59 939     $0.057120   0.01% Spot Percentage Недавно 
 288   Tezos  XTZ/USDT   $59 777     $0.876719   0.01% Spot Percentage Недавно 
 289   Cardano  ADA/USDC   $59 513     $0.039186   0.01% Spot Percentage Недавно 
 290   Metal  MTL/ETH   $58 560     $0.303943   0.01% Spot Percentage Недавно 
 291   Ankr  ANKR/USDT   $57 906     $0.002320   0.01% Spot Percentage Недавно 
 292   BitTorrent  BTT/TUSD   $57 867     $0.000420   0.01% Spot Percentage Недавно 
 293   Dent  DENT/ETH   $57 043     $0.000258   0.01% Spot Percentage Недавно 
 294   Moeda Loyalty Points  MDA/ETH   $56 919     $0.793010   0.01% Spot Percentage Недавно 
 295   Aave  LEND/ETH   $56 454     $0.008188   0.01% Spot Percentage Недавно 
 296   Chainlink   LINK/PAX   $56 081     $2.63   0.01% Spot Percentage Недавно 
 297   Nano  NANO/ETH   $55 466     $0.822529   0.01% Spot Percentage Недавно 
 298   BitShares  BTS/BTC   $55 057     $0.026503   0.01% Spot Percentage Недавно 
 299   NEO  NEO/BNB   $54 628     $7.40   0.01% Spot Percentage Недавно 
 300   Storm  STORM/ETH    $53 467     $0.001371   0.01% Spot Percentage Недавно 
 301   Basic Attention Token  BAT/BNB   $53 057     $0.221402   0.01% Spot Percentage Недавно 
 302   Cocos-BCX  COCOS/BNB    $52 847     $0.000939   0.01% Spot Percentage Недавно 
 303   VeChain  VET/ETH   $52 730     $0.003353   0.01% Spot Percentage Недавно 
 304   TomoChain  TOMO/USDT   $51 919     $0.311745   0.01% Spot Percentage Недавно 
 305   WINk  WIN/USDC   $51 811     $0.000143   0.01% Spot Percentage Недавно 
 306   Litecoin  LTC/PAX   $50 562      $55.13   0.01% Spot Percentage Недавно 
 307   NULS  NULS/USDT   $50 013     $0.330915   0.01% Spot Percentage Недавно 
 308   Zcash  ZEC/ETH   $48 744     $36.42   0.01% Spot Percentage Недавно 
 309   Aeron  ARN/ETH   $46 440     $0.185353   0.01% Spot Percentage Недавно 
